TKey,Author,Title,Year,Type,School,Country,Pages,ISBN
T29415,A1244439,A Quantitative Investigation into the Design Trade-offs in Decision Support Systems,2016,PhD,UC,USA,,
T29421,A1373743,High-Performance Computing Algorithms for Constructing Inverted Files on Emerging Multicore Processors,2012,PhD,University of Maryland,USA,,
T29432,A1424844,Skipping-oriented Data Design for Large-Scale Analytics,2017,PhD,UC,USA,,
T29433,A2150763,Coactive Learning Algorithms for Constructive Preference Elicitation,2019,PhD,University of Trento,Italy,,
T29442,A2419328,Data Management Solutions for Tackling Big Data Variety,2018,PhD,UC,USA,,
T29462,A2443259,System Design for Large Scale Machine Learning,2017,PhD,UC,USA,,
T29488,A1281492,Workload-Driven Design and Evaluation of Large-Scale Data-Centric Systems,2012,PhD,UC,USA,,
T29502,A979853,Large-scale interactive exploratory visual search,2014,PhD,University of Sydney,Australia,,
T29508,A1028070,Integrated Management of the Persistent-Storage and Data-Processing Layers in Data-Intensive Computing Systems,2012,PhD,Duke University,USA,,
T29535,A2186523,Feature Learning and Active Learning for Image Quality Assessment,2014,PhD,University of Maryland,USA,,
T29536,A1196014,Optimal stochastic and distributed algorithms for machine learning,2013,PhD,Georgia Institute of Technology,USA,,
T29540,A211373,Effective and Efficient Representation Learning for Graph Structures,2019,PhD,UC,USA,,
T29547,A2086040,Formal Analysis of Electronic System Level Models using Satisfiability Modulo Theories and Automata Checking,2015,PhD,UC,USA,,
T29550,A1421526,Approximation Algorithms for Clustering and Facility Location Problems,2017,PhD,University of Waterloo,Canada,,
T29554,A212332,Semantic Interaction for Visual Analytics: Inferring Analytical Reasoning for Model Steering,2012,PhD,Virginia Tech,USA,,
T29556,A2364482,Requirements Engineering for Self-Adaptive Software: Bridging the Gap Between Design-Time and Run-Time,2011,PhD,University of Trento,Italy,,
T29608,A19935,Non-Redundant Overlapping Clustering: Algorithms and Applications,2013,PhD,University of Trento,Italy,,
T29615,A1591662,Anomaly detection in participatory sensing networks,2015,PhD,University of Melbourne,Australia,,
T29617,A1385579,Scalable Fault-Tolerant Elastic Data Ingestion in AsterixDB,2015,PhD,UC,USA,,
T29626,A2247108,Optimizing Database Algorithms for Random-Access Block Devices,2015,PhD,Duke University,USA,,
T29630,A1003887,MAC Design for Optical Wireless Communications,2011,PhD,UC,USA,,
T29631,A991537,Order statistics and variability in data streams,2015,PhD,UC,USA,,
T29649,A884482,Modelling input texts: from Tree Kernels to Deep Learning,2015,PhD,University of Trento,Italy,,
T29652,A317572,Optimizing External Parallel Sorting in AsterixDB,2018,PhD,UC,USA,,
T29659,A463398,A data-driven approach for personalized drama management,2015,PhD,Georgia Institute of Technology,USA,,
T29682,A993354,Approximation Algorithms for Resource Allocation,2011,PhD,University of Maryland,USA,,
T29688,A403964,Query Workload-Aware Index Structures for Range Searches in 1D; 2D; and High-Dimensional Spaces,2017,PhD,Arizona State University,USA,,
T29693,A376397,Pattern-Based Data Mining on Diverse Multimedia and Time Series Data,2012,PhD,UC,USA,,
T29699,A825661,Methodologies in Predictive Visual Analytics,2017,PhD,Arizona State University,USA,,
T29730,A1248062,Corfu: A Platform for Scalable Consistency,2017,PhD,UC,USA,,
T29739,A1048930,Feature Representation in Mining and Language Processing,2017,PhD,UC,USA,,
T29742,A197132,Novel Selectivity Estimation Strategy for Modern DBMS,2018,PhD,UC,USA,,
T29746,A1277616,Tackling chronic diseases via computational phenotyping: Algorithms; tools and applications,2018,PhD,Georgia Institute of Technology,USA,,
T29755,A926681,Learning embodied models of actions from first person video,2018,PhD,Georgia Institute of Technology,USA,,
T29783,A2075902,A Methodological approach to support cloud computing migration,2017,PhD,University of New South Wales,Australia,,
T29788,A404007,Anomaly Detection in Wireless Sensor Networks,2013,PhD,University of New South Wales,Australia,,
T29790,A1029859,Selectivty Estimation on Big Data,2019,PhD,University of New South Wales,Australia,,
T29797,A656621,Parallel Application Library for Object Recognition,2012,PhD,UC,USA,,
T29800,A2168757,A microscopic simulation model for supporting the design of railway systems: development and applications,2011,PhD,University of Naples Federico II,Italy,,
T29805,A18561,Towards Gigabit and Green 802.11 Wireless Networks,2012,PhD,UC,USA,,
T29810,A2162274,Physical Design Tuning Methods for Emerging System Architectures,2014,PhD,UC,USA,,
T29816,A1567608,Efficient Algorithms to Compute Hierarchical Summaries from Big Data Streams,2017,PhD,University of New South Wales,Australia,,
T29821,A1319153,Exploiting SAT and SMT Techniques for Automated Reasoning and Ontology Manipulation in Description Logics,2011,PhD,University of Trento,Italy,,
T29822,A1584754,Business Intelligence on Non-Conventional Data,2017,PhD,University of Bologna,Italy,,
T29830,A2009531,Incorporating Crowd Perspectives into Multimedia Retrieval Systems,2017,PhD,Delft University of Technology,The Netherlands,,
T29860,A409715,Peer-to-Peer System Design: A Socioeconomic approach,2011,PhD,Delft University of Technology,The Netherlands,,
T29894,A351893,Transparent and Efficient I/O for Statistical Computing,2012,PhD,Duke University,USA,,
T29914,A41039,Mining Time Series Data: Moving from Toy Problems to Realistic Deployments,2013,PhD,UC,USA,,
T29923,A1860822,Supporting Interactive Analytics and Visualization on Large Data,2017,PhD,UC,USA,,
T29925,A461016,Distances; centralities and model estimation methods based on randomized shortest paths for network data analysis,2018,PhD,Catholic University of Leuven,Belgium,,
T29928,A988388,Pursuing effective representation and efficient learning for multi-class image classification,2013,PhD,University of New South Wales,Australia,,
T29967,A271159,Efficient Query Processing in Distributed Search Engines,2013,PhD,Norwegian University of Science and Technology,Norway,,
T30006,A717115,A probabilistic reciprocal recommender with temporal dynamics,2016,PhD,University of New South Wales,Australia,,
T30013,A993948,New Methods for Network Traffic Anomaly Detection,2014,PhD,University of Sydney,Australia,,
T30027,A429983,Connecting Users with Similar Interests for Group Understanding,2013,PhD,Arizona State University,USA,,
T30030,A963359,A probabilistic approach to diversified query recommendation,2013,PhD,University of Hong Kong,Hong Kong,,
T30067,A1225009,Labeling Transformation and Introspective Learning with Convolutional Nets,2018,PhD,UC,USA,,
T30084,A1630709,Middleware for online scientific data analytics at extreme scale,2014,PhD,Georgia Institute of Technology,USA,,
T30086,A887367,Integrative Analysis of Dynamic Networks,2014,PhD,Chalmers University of Technology,Sweden,,
T30091,A1697832,Modeling and Querying Data Series and Data Streams with Uncertainty,2014,PhD,University of Trento,Italy,,
T30099,A1746403,Algorithm design of layered peer-to-peer video on demand streaming networks,2013,PhD,University of Hong Kong,Hong Kong,,
T30113,A1551231,Database Forensics in the Service of Information Accountability,2012,PhD,University of Arizona,USA,,
T30115,A1884618,Online Learning of Combinatorial Objects,2018,PhD,UC,USA,,
T30121,A1032502,Reaction-Diffusion Processes on Complex Networks,2011,PhD,University of Cagliari,Italy,,
T30125,A1479926,Data-Efficient Deep Representation Learning for Brain-Computer Interface and Its Applications,2020,PhD,University of New South Wales,Australia,,
T30131,A892453,Efficient Layouts and Algorithms for Managing Versioned Datasets,2018,PhD,University of Maryland,USA,,
T30132,A274728,Meta Learning for Control,2017,PhD,UC,USA,,
T30133,A1912112,ASCAR: Fully Automatic Storage Contention Management System,2017,PhD,UC,USA,,
T30135,A346704,Efficient Node Proximity and Node Significance Computations in Graphs,2017,PhD,Arizona State University,USA,,
T30160,A1227483,Teaching People and Machines to Enhance Images,2013,PhD,UC,USA,,
T30163,A568653,Efficient structure search in large data sets,2018,PhD,University of New South Wales,Australia,,
T30190,A1696507,Representation Learning on Unstructured Data,2016,PhD,UC,USA,,
T30198,A537166,Shared Memory Abstractions for Heterogeneous Multicore Processors,2011,PhD,Virginia Tech,USA,,
T30214,A2383819,Reconfigurable high performance baseband towards software defined radio,2013,PhD,University of New South Wales,Australia,,
T30238,A1056503,Efficient processing of Top-k queries on spatial and temporal data,2012,PhD,University of New South Wales,Australia,,
T30241,A1402566,Learning from Temporally-Structured Human Activities Data,2017,PhD,UC,USA,,
T30247,A545854,Protecting computer systems through eliminating or analyzing vulnerabilities,2017,PhD,Georgia Institute of Technology,USA,,
T30254,A678059,Stochastic Optimization: Approximate Bayesian Inference and Complete Expected Improvement,2018,PhD,University of Maryland,USA,,
T30270,A430475,Bayesian nonparametric probabilistic clustering: robustness and parsimoniousness,2016,PhD,University of New South Wales,Australia,,
T30281,A979412,A filter-based protocol for continuous queries over imprecise locationdata,2013,PhD,University of Hong Kong,Hong Kong,,
T30287,A2364305,Investigating the metabolic landscape alterations in poplar cells induced by carbon and nitrogen deficiency via improved 13C metabolic flux analysis methodology,2015,PhD,University of Maryland,USA,,
T30295,A460389,Predictive models for online human activities,2012,PhD,Georgia Institute of Technology,USA,,
T30301,A1636758,Holistic Security Requirements Engineering for Socio-Technical Systems,2016,PhD,University of Trento,Italy,,
T30315,A50113,Novel Approaches to Group Recommendation,2015,PhD,Norwegian University of Science and Technology,Norway,,
T30317,A1403081,A Probabilistic Approach to Modeling Socio-Behavioral Interactions,2016,PhD,University of Maryland,USA,,
T30321,A174859,Ranking and similarity queries on complex data types,2014,PhD,University of Hong Kong,Hong Kong,,
T30324,A1704084,Query Processing on Temporally Evolving Social Data,2013,PhD,UC,USA,,
T30337,A843813,Efficient processing of spatial queries over uncertain database,2015,PhD,University of New South Wales,Australia,,
T30345,A1785604,Leveraging Mid-level Representations for Complex Activity Recognition,2019,PhD,Georgia Institute of Technology,USA,,
T30355,A2347205,Algorithms for Geometric Matching; Clustering; and Covering,2016,PhD,Duke University,USA,,
T30367,A877567,Semantic process mining of enterprise transaction data,2013,PhD,Norwegian University of Science and Technology,Norway,,
T30369,A1960586,Integrating task scheduling and cache locking for real-time embedded systems,2016,PhD,University of New South Wales,Australia,,
T30374,A1403785,An Architecture for and Fast and General Data Processing on Large Clusters,2013,PhD,UC,USA,,
T30376,A2148294,Alternate Representations for Scalable Analysis and Control of Heterogeneous Time Series,2017,PhD,UC,USA,,
T30385,A1392752,Scalable and Highly Available Database Systems in the Cloud,2013,PhD,University of Waterloo,Canada,,
T30386,A278710,Multiple Optimality Guarantees in Statistical Learning,2014,PhD,UC,USA,,
T30394,A2158700,Exploratory model analysis for machine learning,2018,PhD,UC,USA,,
T30430,A883083,Privacy-Preserving Algorithms for Machine Learning,2018,PhD,UC,USA,,
T30437,A913617,New competitive algorithms for online job scheduling,2014,PhD,University of Hong Kong,Hong Kong,,
T30445,A1694902,Multiphase implicit modeling and variational blue noise sampling,2013,PhD,University of Hong Kong,Hong Kong,,
T30450,A1440345,In Search of Self-Organization,2012,PhD,Virginia Tech,USA,,
T30455,A1007294,Improving Software Dependability through Documentation Analysis,2019,PhD,University of Waterloo,Canada,,
T30461,A1198363,On Software Infrastructure for Scalable Graph Analytics,2015,PhD,UC,USA,,
T30473,A847439,Exploiting intrinsic flash properties to enhance modern storage systems,2018,PhD,Georgia Institute of Technology,USA,,
T30493,A287897,Efficient Processing of Preference Queries in Distributed and Spatial Databases,2013,PhD,Norwegian University of Science and Technology,Norway,,
T30501,A2184672,Network-based visual analysis of tabular data,2012,PhD,Georgia Institute of Technology,USA,,
T30508,A1435894,Approximate similarity search in high dimensional spaces: solutions; evaluations and applications,2016,PhD,University of New South Wales,Australia,,
T30533,A475908,Learning from Structured Data with High Dimensional Structured Input and Output Domain,2012,PhD,University of Kansas,USA,,
T30556,A560885,Novel document representations based on labels and sequential information,2015,PhD,Georgia Institute of Technology,USA,,
T30569,A1544676,Requirements-based Software System Adaptation,2012,PhD,University of Trento,Italy,,
T30571,A1025159,Finding Objects in Complex Scenes,2018,PhD,University of Maryland,USA,,
T30577,A2162682,Managing Inconsistencies in Data Exchange,2016,PhD,UC,USA,,
T30584,A1206915,Probabilistic Methods for Data-Driven Social Good,2018,PhD,UC,USA,,
T30592,A1261640,Experimental evaluation of information retrieval systems,2011,PhD,University of Melbourne,Australia,,
T30600,A953458,Learning from Task Heterogeneity in Social Media,2019,PhD,Arizona State University,USA,,
T30616,A2451718,Resource Allocation in Communication and Social Networks,2014,PhD,Arizona State University,USA,,
T30629,A2381314,Advanced analysis and join queries in multidimensional spaces,2013,PhD,University of Hong Kong,Hong Kong,,
T30633,A1698502,Mining Patterns and Networks from Sequence Data,2017,PhD,UC,USA,,
T30640,A286976,Foundations and Advances in Deep Learning,2014,PhD,Aalto University,Finland,,
